Country or Area,Year,Commodity,Flow,Trade Amount,Weight (kg),Quantity Name,Quantity
Afghanistan,2018,Silk yarn (except from waste) not retail,Import,41244.23,9900,Weight in kilograms,9900
Brazil,2018,Raw silk (not thrown),Import,3068570,41984,Weight in kilograms,41984
Brazil,2018,"Silk waste, carded or combed",Import,90589,548,Weight in kilograms,548
Brazil,2018,"Silk waste, carded or combed",Export,1087787,100728,Weight in kilograms,100728
Brazil,2018,Silk yarn (except from waste) not retail,Import,274515,,Weight in kilograms,4096
Brazil,2018,Silk yarn (except from waste) not retail,Export,32650732,452575,Weight in kilograms,452575
Brazil,2018,"Yarn spun from silk waste, not retail",Import,37309,,Weight in kilograms,255
Brazil,2018,"Silk yarn retail, silk worm gut",Import,934001,0,Weight in kilograms,809
Brazil,2018,Woven fabric of noil silk,Import,109469,,Weight in kilograms,402
Brazil,2018,Woven fabric >85% silk (except noil silk),Import,5921443,42945,Weight in kilograms,42945
Brazil,2018,Woven fabric >85% silk (except noil silk),Export,9795,136,Weight in kilograms,136
Brazil,2018,"Woven fabric of silk, nes",Import,368401,1616,Weight in kilograms,1616
Brazil,2018,"Woven fabric of silk, nes",Export,691,21,Weight in kilograms,21
Brazil,2017,Raw silk (not thrown),Import,1851425,33171,Weight in kilograms,33171
Brazil,2017,"Silk waste, carded or combed",Import,16042,109,Weight in kilograms,109
Brazil,2017,"Silk waste, carded or combed",Export,1022817,109845,Weight in kilograms,109845
Brazil,2017,Silk yarn (except from waste) not retail,Import,425339,7425,Weight in kilograms,7425
Brazil,2017,Silk yarn (except from waste) not retail,Export,31998491,532464,Weight in kilograms,532464
Brazil,2017,"Yarn spun from silk waste, not retail",Import,160,0,Weight in kilograms,1
Brazil,2017,"Silk yarn retail, silk worm gut",Import,996646,886,Weight in kilograms,886
Brazil,2017,Woven fabric of noil silk,Import,49159,412,Weight in kilograms,412
Brazil,2017,Woven fabric >85% silk (except noil silk),Import,6101717,0,Weight in kilograms,56451
Brazil,2017,Woven fabric >85% silk (except noil silk),Export,3565,25.1481377,Weight in kilograms,25.1481377
Brazil,2017,"Woven fabric of silk, nes",Import,71196,0,Weight in kilograms,629
Brazil,2017,"Woven fabric of silk, nes",Export,749,48,Weight in kilograms,48
Brazil,2016,Raw silk (not thrown),Import,1919295,36956,Weight in kilograms,36956
Brazil,2016,"Silk waste, carded or combed",Import,16473,445,Weight in kilograms,445
Brazil,2016,"Silk waste, carded or combed",Export,1069745,119199,Weight in kilograms,119199
Brazil,2016,Silk yarn (except from waste) not retail,Import,568798,9600,Weight in kilograms,9600
Brazil,2016,Silk yarn (except from waste) not retail,Export,28864592,536084,Weight in kilograms,536084
Brazil,2016,"Yarn spun from silk waste, not retail",Import,68,1,Weight in kilograms,1
Brazil,2016,"Silk yarn retail, silk worm gut",Import,457626,794,Weight in kilograms,794
Brazil,2016,Woven fabric of noil silk,Import,29189,236,Weight in kilograms,236
Brazil,2016,Woven fabric of noil silk,Export,8885,129,Weight in kilograms,129
Brazil,2016,Woven fabric >85% silk (except noil silk),Import,8467323,83905,Weight in kilograms,83905
Brazil,2016,Woven fabric >85% silk (except noil silk),Export,96304,554,Weight in kilograms,554
Brazil,2016,"Woven fabric of silk, nes",Import,64330,1078,Weight in kilograms,1078
Brazil,2016,"Woven fabric of silk, nes",Export,5682,378,Weight in kilograms,378
Brazil,2015,Silk-worm cocoons suitable for reeling,Export,345,5,Weight in kilograms,5
Brazil,2015,Raw silk (not thrown),Import,2024371,35178,Weight in kilograms,35178
Brazil,2015,"Silk waste, carded or combed",Import,26675,718,Weight in kilograms,718
Brazil,2015,"Silk waste, carded or combed",Export,731371,78875,Weight in kilograms,78875
Brazil,2015,Silk yarn (except from waste) not retail,Import,689417,11107,Weight in kilograms,11107
Brazil,2015,Silk yarn (except from waste) not retail,Export,27575751,416416,Weight in kilograms,416416
Brazil,2015,"Yarn spun from silk waste, not retail",Import,1305,28,Weight in kilograms,28
Brazil,2015,"Yarn spun from silk waste, not retail",Export,11118,89,Weight in kilograms,89
Brazil,2015,"Silk yarn retail, silk worm gut",Import,665592,677,Weight in kilograms,677
Brazil,2015,Woven fabric of noil silk,Import,80425,410,Weight in kilograms,410
Brazil,2015,Woven fabric >85% silk (except noil silk),Import,9765132,90462,Weight in kilograms,90462
Brazil,2015,Woven fabric >85% silk (except noil silk),Export,126286,423,Weight in kilograms,423
Brazil,2015,"Woven fabric of silk, nes",Import,217375,1512,Weight in kilograms,1512
Brazil,2015,"Woven fabric of silk, nes",Export,27225,1705,Weight in kilograms,1705
Brazil,2014,Raw silk (not thrown),Import,4077497,64839,Weight in kilograms,64839
Brazil,2014,Raw silk (not thrown),Export,75,1,Weight in kilograms,1
Brazil,2014,"Silk waste, carded or combed",Import,600,1,Weight in kilograms,1
Brazil,2014,"Silk waste, carded or combed",Export,671834,63398,Weight in kilograms,63398
Brazil,2014,Silk yarn (except from waste) not retail,Import,862908,13341,Weight in kilograms,13341
Brazil,2014,Silk yarn (except from waste) not retail,Export,32459041,377377,Weight in kilograms,377377
Brazil,2014,"Yarn spun from silk waste, not retail",Import,4585,322,Weight in kilograms,322
Brazil,2014,"Silk yarn retail, silk worm gut",Import,670872,834,Weight in kilograms,834
Brazil,2014,Woven fabric of noil silk,Import,78709,378,Weight in kilograms,378
Brazil,2014,Woven fabric >85% silk (except noil silk),Import,10467254,89333,Weight in kilograms,89333
Brazil,2014,Woven fabric >85% silk (except noil silk),Export,28560,137,Weight in kilograms,137
Brazil,2014,"Woven fabric of silk, nes",Import,294505,1827,Weight in kilograms,1827
Brazil,2014,"Woven fabric of silk, nes",Export,1607,84,Weight in kilograms,84
Brazil,2013,Raw silk (not thrown),Import,5680133,90763,Weight in kilograms,90763
Brazil,2013,"Silk waste, carded or combed",Import,47363,1300,Weight in kilograms,1300
Brazil,2013,"Silk waste, carded or combed",Export,832979,82029,Weight in kilograms,82029
Brazil,2013,Silk yarn (except from waste) not retail,Import,2199028,33642,Weight in kilograms,33642
Brazil,2013,Silk yarn (except from waste) not retail,Export,35230835,432825,Weight in kilograms,432825
Brazil,2013,"Yarn spun from silk waste, not retail",Import,212,4,Weight in kilograms,4
Brazil,2013,"Yarn spun from silk waste, not retail",Export,8612,94,Weight in kilograms,94
Brazil,2013,"Silk yarn retail, silk worm gut",Import,1755,29,Weight in kilograms,29
Brazil,2013,Woven fabric of noil silk,Import,104870,954,Weight in kilograms,954
Brazil,2013,Woven fabric of noil silk,Export,3083,56,Weight in kilograms,56
Brazil,2013,Woven fabric >85% silk (except noil silk),Import,17672432,164403,Weight in kilograms,164403
Brazil,2013,Woven fabric >85% silk (except noil silk),Export,235741,1008,Weight in kilograms,1008
Brazil,2013,"Woven fabric of silk, nes",Import,555821,4796,Weight in kilograms,4796
Brazil,2013,"Woven fabric of silk, nes",Export,23701,542,Weight in kilograms,542
Brazil,2012,Silk-worm cocoons suitable for reeling,Export,134,1,Weight in kilograms,1
Brazil,2012,Raw silk (not thrown),Import,2320297,42058,Weight in kilograms,42058
Brazil,2012,"Silk waste, carded or combed",Import,69830,5800,Weight in kilograms,5800
Brazil,2012,"Silk waste, carded or combed",Export,441449,53880,Weight in kilograms,53880
Brazil,2012,Silk yarn (except from waste) not retail,Import,1498718,25789,Weight in kilograms,25789
Brazil,2012,Silk yarn (except from waste) not retail,Export,30657899,430932,Weight in kilograms,430932
Brazil,2012,"Yarn spun from silk waste, not retail",Import,7839,311,Weight in kilograms,311
Brazil,2012,"Yarn spun from silk waste, not retail",Export,152060,2431,Weight in kilograms,2431
Brazil,2012,"Silk yarn retail, silk worm gut",Import,6404,65,Weight in kilograms,65
Brazil,2012,"Silk yarn retail, silk worm gut",Export,23,1,Weight in kilograms,1
Brazil,2012,Woven fabric of noil silk,Import,228210,3004,Weight in kilograms,3004
Brazil,2012,Woven fabric of noil silk,Export,53231,1358,Weight in kilograms,1358
Brazil,2012,Woven fabric >85% silk (except noil silk),Import,20380146,207071,Weight in kilograms,207071
Brazil,2012,Woven fabric >85% silk (except noil silk),Export,130454,394,Weight in kilograms,394
Brazil,2012,"Woven fabric of silk, nes",Import,961158,7735,Weight in kilograms,7735
Brazil,2012,"Woven fabric of silk, nes",Export,11117,170,Weight in kilograms,170
Brazil,2011,Silk-worm cocoons suitable for reeling,Export,561,5,Weight in kilograms,5
Brazil,2011,Raw silk (not thrown),Import,3816210,66770,Weight in kilograms,66770
Brazil,2011,Raw silk (not thrown),Re-Import,297657,4800,Weight in kilograms,4800
Brazil,2011,"Silk waste, carded or combed",Import,88826,3266,Weight in kilograms,3266
Brazil,2011,"Silk waste, carded or combed",Export,703990,96377,Weight in kilograms,96377
Brazil,2011,Silk yarn (except from waste) not retail,Import,1108747,17338,Weight in kilograms,17338
Brazil,2011,Silk yarn (except from waste) not retail,Export,32549712,510058,Weight in kilograms,510058
Brazil,2011,"Yarn spun from silk waste, not retail",Import,13136,197,Weight in kilograms,197
Brazil,2011,"Silk yarn retail, silk worm gut",Import,80016,2668,Weight in kilograms,2668
Brazil,2011,Woven fabric of noil silk,Import,215371,2396,Weight in kilograms,2396
Brazil,2011,Woven fabric of noil silk,Export,724,35,Weight in kilograms,35
Brazil,2011,Woven fabric >85% silk (except noil silk),Import,13763782,141956,Weight in kilograms,141956
Brazil,2011,Woven fabric >85% silk (except noil silk),Export,80039,898,Weight in kilograms,898
Brazil,2011,"Woven fabric of silk, nes",Import,463708,4357,Weight in kilograms,4357
Brazil,2011,"Woven fabric of silk, nes",Export,86843,1878,Weight in kilograms,1878
Brazil,2011,"Woven fabric of silk, nes",Re-Import,119,3,Weight in kilograms,3
Brazil,2010,Silk-worm cocoons suitable for reeling,Export,7735,658,Weight in kilograms,658
Brazil,2010,Raw silk (not thrown),Import,748853,21748,Weight in kilograms,21748
Brazil,2010,Raw silk (not thrown),Export,172666,6000,Weight in kilograms,6000
Brazil,2010,"Silk waste, carded or combed",Import,295932,27544,Weight in kilograms,27544
Brazil,2010,"Silk waste, carded or combed",Export,841958,129033,Weight in kilograms,129033
Brazil,2010,Silk yarn (except from waste) not retail,Import,734427,17155,Weight in kilograms,17155
Brazil,2010,Silk yarn (except from waste) not retail,Export,33312449,775371,Weight in kilograms,775371
Brazil,2010,"Yarn spun from silk waste, not retail",Export,356843,51680,Weight in kilograms,51680
Brazil,2010,"Silk yarn retail, silk worm gut",Import,2137,24,Weight in kilograms,24
Brazil,2010,Woven fabric of noil silk,Import,301785,3900,Weight in kilograms,3900
Brazil,2010,Woven fabric of noil silk,Export,233776,467,Weight in kilograms,467
Brazil,2010,Woven fabric >85% silk (except noil silk),Import,11362836,128070,Weight in kilograms,128070
Brazil,2010,Woven fabric >85% silk (except noil silk),Export,17706,150,Weight in kilograms,150
Brazil,2010,"Woven fabric of silk, nes",Import,486413,7424,Weight in kilograms,7424
Brazil,2010,"Woven fabric of silk, nes",Export,258364,6464,Weight in kilograms,6464
Nepal,2017,Silk-worm cocoons suitable for reeling,Import,1576.61738,336,Weight in kilograms,336
Nepal,2017,Raw silk (not thrown),Import,182923.7518,12955,Weight in kilograms,12955
Nepal,2017,"Silk waste, carded or combed",Import,21213.14365,1788.29,Weight in kilograms,1788.29
Nepal,2017,Silk yarn (except from waste) not retail,Import,1565207.503,80053.06,Weight in kilograms,80053.06
Nepal,2017,Silk yarn (except from waste) not retail,Export,5469.621009,230,Weight in kilograms,230
Nepal,2017,"Yarn spun from silk waste, not retail",Import,2606444.5,116657.44,Weight in kilograms,116657.44
Nepal,2017,"Silk yarn retail, silk worm gut",Import,119456.9032,4559.68,Weight in kilograms,4559.68
Nepal,2017,Woven fabric of noil silk,Import,8764.668994,,Weight in kilograms,97.1620752
Nepal,2017,Woven fabric >85% silk (except noil silk),Import,49051.58797,401.984683,Weight in kilograms,401.984683
Nepal,2017,Woven fabric >85% silk (except noil silk),Export,1089.232674,5.079564435,Weight in kilograms,5.079564435
Nepal,2017,"Woven fabric of silk, nes",Import,121482.0788,985.0334714,Weight in kilograms,985.0334714
Nepal,2016,Silk-worm cocoons suitable for reeling,Export,8369.819561,355,Weight in kilograms,355
Nepal,2016,Raw silk (not thrown),Import,87963.95014,10272.4,Weight in kilograms,10272.4
Nepal,2016,"Silk waste, carded or combed",Import,97410.31416,10952.7,Weight in kilograms,10952.7
Nepal,2016,Silk yarn (except from waste) not retail,Import,1652587.454,80183.2,Weight in kilograms,80183.2
Nepal,2016,"Yarn spun from silk waste, not retail",Import,3660962.051,164467.37,Weight in kilograms,164467.37
Nepal,2016,"Silk yarn retail, silk worm gut",Import,69136.35368,3966.16,Weight in kilograms,3966.16
Nepal,2016,Woven fabric of noil silk,Import,15407.51683,,Weight in kilograms,183.5030628
Nepal,2016,Woven fabric of noil silk,Export,1038.779018,6.147321083,Weight in kilograms,6.147321083
Nepal,2016,Woven fabric >85% silk (except noil silk),Import,27666.44438,218.9679797,Weight in kilograms,218.9679797
Nepal,2016,Woven fabric >85% silk (except noil silk),Export,1100.965291,5.295957551,Weight in kilograms,5.295957551
Nepal,2016,"Woven fabric of silk, nes",Import,255226.8937,2062.76608,Weight in kilograms,2062.76608
Nepal,2016,"Woven fabric of silk, nes",Export,221.1170962,1.101161214,Weight in kilograms,1.101161214
Nepal,2015,Silk-worm cocoons suitable for reeling,Import,117,521,Weight in kilograms,521
Nepal,2015,Silk-worm cocoons suitable for reeling,Export,2119,125,Weight in kilograms,125
Nepal,2015,Raw silk (not thrown),Import,186527,11153,Weight in kilograms,11153
Nepal,2015,Silk yarn (except from waste) not retail,Import,1522398,58392,Weight in kilograms,58392
Nepal,2015,"Yarn spun from silk waste, not retail",Import,4637247,183494,Weight in kilograms,183494
Nepal,2015,"Silk yarn retail, silk worm gut",Import,27566,1227,Weight in kilograms,1227
Nepal,2015,Woven fabric of noil silk,Import,29,0,Weight in kilograms,0
Nepal,2015,Woven fabric >85% silk (except noil silk),Import,244381,1760,Weight in kilograms,1760
Nepal,2015,"Woven fabric of silk, nes",Import,190279,1414,Weight in kilograms,1414
Nepal,2014,Silk-worm cocoons suitable for reeling,Import,74,64,Weight in kilograms,64
Nepal,2014,Raw silk (not thrown),Import,93526,5011,Weight in kilograms,5011
Nepal,2014,"Silk waste, carded or combed",Import,3248,101500,Weight in kilograms,101500
Nepal,2014,Silk yarn (except from waste) not retail,Import,3385567,137669,Weight in kilograms,137669
Nepal,2014,"Yarn spun from silk waste, not retail",Import,3827723,148524,Weight in kilograms,148524
Nepal,2014,"Silk yarn retail, silk worm gut",Import,274368,10694,Weight in kilograms,10694
Nepal,2014,Woven fabric of noil silk,Import,1489,13,Weight in kilograms,13
Nepal,2014,Woven fabric >85% silk (except noil silk),Import,136832,1015,Weight in kilograms,1015
Nepal,2014,"Woven fabric of silk, nes",Import,273934,2229,Weight in kilograms,2229
Nepal,2013,Silk-worm cocoons suitable for reeling,Import,1132,1538,Weight in kilograms,1538
Nepal,2013,Raw silk (not thrown),Import,51934,4575,Weight in kilograms,4575
Nepal,2013,"Silk waste, carded or combed",Import,13591,5662,Weight in kilograms,5662
Nepal,2013,"Silk waste, carded or combed",Export,60,2166,Weight in kilograms,2166
Nepal,2013,Silk yarn (except from waste) not retail,Import,2183894,115635,Weight in kilograms,115635
Nepal,2013,Silk yarn (except from waste) not retail,Export,160,150,Weight in kilograms,150
Nepal,2013,"Yarn spun from silk waste, not retail",Import,36947,89463,Weight in kilograms,89463
Nepal,2013,"Silk yarn retail, silk worm gut",Import,165829,7316,Weight in kilograms,7316
Nepal,2013,Woven fabric of noil silk,Import,19169,211,Weight in kilograms,211
Nepal,2013,Woven fabric >85% silk (except noil silk),Import,15012,118,Weight in kilograms,118
Nepal,2013,"Woven fabric of silk, nes",Import,276456,2427,Weight in kilograms,2427
Nepal,2012,Silk-worm cocoons suitable for reeling,Import,136,13,Weight in kilograms,13
Nepal,2012,Raw silk (not thrown),Import,3138,228,Weight in kilograms,228
Nepal,2012,"Silk waste, carded or combed",Export,2003,200,Weight in kilograms,200
Nepal,2012,Silk yarn (except from waste) not retail,Import,2070528,109385,Weight in kilograms,109385
Nepal,2012,Silk yarn (except from waste) not retail,Export,954,300,Weight in kilograms,300
Nepal,2012,"Yarn spun from silk waste, not retail",Import,2061830,107352,Weight in kilograms,107352
Nepal,2012,"Silk yarn retail, silk worm gut",Import,38930,1370,Weight in kilograms,1370
Nepal,2012,Woven fabric of noil silk,Import,1392,15,Weight in kilograms,15
Nepal,2012,Woven fabric >85% silk (except noil silk),Import,4287,36,Weight in kilograms,36
Nepal,2012,"Woven fabric of silk, nes",Import,285998,2692,Weight in kilograms,2692
Nepal,2011,Silk-worm cocoons suitable for reeling,Import,3149,435,Weight in kilograms,435
Nepal,2011,Raw silk (not thrown),Import,162922,9555,Weight in kilograms,9555
Nepal,2011,"Silk waste, carded or combed",Import,143,2,Weight in kilograms,2
Nepal,2011,Silk yarn (except from waste) not retail,Import,2645407,148261,Weight in kilograms,148261
Nepal,2011,"Yarn spun from silk waste, not retail",Import,2063429,107557,Weight in kilograms,107557
Nepal,2011,"Silk yarn retail, silk worm gut",Import,83434,4370,Weight in kilograms,4370
Nepal,2011,Woven fabric of noil silk,Import,6237,75,Weight in kilograms,75
Nepal,2011,Woven fabric >85% silk (except noil silk),Import,3621,36,Weight in kilograms,36
Nepal,2011,"Woven fabric of silk, nes",Import,370480,3656,Weight in kilograms,3656
Nepal,2011,"Woven fabric of silk, nes",Export,49684,388,Weight in kilograms,388
Nepal,2010,Silk-worm cocoons suitable for reeling,Import,2005,2751,Weight in kilograms,2751
Nepal,2010,Silk-worm cocoons suitable for reeling,Export,1180,687,Weight in kilograms,687
Nepal,2010,Raw silk (not thrown),Import,46697,3281,Weight in kilograms,3281
Nepal,2010,Raw silk (not thrown),Export,1620,3000,Weight in kilograms,3000
Nepal,2010,"Silk waste, carded or combed",Import,2140,1125,Weight in kilograms,1125
Nepal,2010,Silk yarn (except from waste) not retail,Import,1503596,107929,Weight in kilograms,107929
Nepal,2010,"Yarn spun from silk waste, not retail",Import,2216566,123688,Weight in kilograms,123688
Nepal,2010,"Silk yarn retail, silk worm gut",Import,104121,3798,Weight in kilograms,3798
Nepal,2010,Woven fabric of noil silk,Import,2612,35,Weight in kilograms,35
Nepal,2010,Woven fabric >85% silk (except noil silk),Import,1079,12,Weight in kilograms,12
Nepal,2010,"Woven fabric of silk, nes",Import,313384,392809,Weight in kilograms,392809
Nepal,2010,"Woven fabric of silk, nes",Export,22072,793,Weight in kilograms,793
Pakistan,2018,Silk-worm cocoons suitable for reeling,Import,16429.48995,4199,Weight in kilograms,4199
Pakistan,2018,Raw silk (not thrown),Import,2073458.495,94949,Weight in kilograms,94949
Pakistan,2018,"Silk waste, carded or combed",Export,31376.91954,15260,Weight in kilograms,15260
Pakistan,2018,Silk yarn (except from waste) not retail,Import,2925183.147,120840,Weight in kilograms,120840
Pakistan,2018,Silk yarn (except from waste) not retail,Export,222733.8461,9948,Weight in kilograms,9948
Pakistan,2018,Silk yarn (except from waste) not retail,Re-Export,197620.4109,3971,Weight in kilograms,3971
Pakistan,2018,Silk yarn (except from waste) not retail,Re-Import,29643.43814,7945,Weight in kilograms,7945
Pakistan,2018,"Yarn spun from silk waste, not retail",Import,2942107.931,817361,Weight in kilograms,817361
Pakistan,2018,"Silk yarn retail, silk worm gut",Import,852.17022,225,Weight in kilograms,225
Pakistan,2018,Woven fabric of noil silk,Import,33625.24546,311.2205589,Weight in kilograms,311.2205589
Pakistan,2018,Woven fabric of noil silk,Export,1858.119071,10.42834605,Weight in kilograms,10.42834605
Pakistan,2018,Woven fabric >85% silk (except noil silk),Import,4759234.644,32111.43923,Weight in kilograms,32111.43923
Pakistan,2018,Woven fabric >85% silk (except noil silk),Export,395582.3875,1654.357995,Weight in kilograms,1654.357995
Pakistan,2018,"Woven fabric of silk, nes",Import,10422854.75,0,No Quantity,0
Pakistan,2018,"Woven fabric of silk, nes",Re-Import,74795.75425,0,Area in square metres,67723
Pakistan,2018,"Woven fabric of silk, nes",Export,210673.6814,837.4702994,Weight in kilograms,837.4702994
Pakistan,2017,Silk-worm cocoons suitable for reeling,Import,12556.81535,2787,Weight in kilograms,2787
Pakistan,2017,Silk-worm cocoons suitable for reeling,Export,2935.196987,23,Weight in kilograms,23
Pakistan,2017,Raw silk (not thrown),Import,3331971.821,133969,Weight in kilograms,133969
Pakistan,2017,Raw silk (not thrown),Export,2491.182002,40.9884194,Weight in kilograms,40.9884194
Pakistan,2017,"Silk waste, carded or combed",Import,1267.739031,30,Weight in kilograms,30
Pakistan,2017,"Silk waste, carded or combed",Export,55624.23573,23501,Weight in kilograms,23501
Pakistan,2017,Silk yarn (except from waste) not retail,Import,4304762.408,167419,Weight in kilograms,167419
Pakistan,2017,"Yarn spun from silk waste, not retail",Import,4954931.797,1698791,Weight in kilograms,1698791
Pakistan,2017,"Silk yarn retail, silk worm gut",Import,24417.82868,11800,Weight in kilograms,11800
Pakistan,2017,Woven fabric of noil silk,Import,519314.0841,,Weight in kilograms,5756.935501
Pakistan,2017,Woven fabric of noil silk,Export,7244.812739,48.18422589,Weight in kilograms,48.18422589
Pakistan,2017,Woven fabric >85% silk (except noil silk),Import,3278101.246,26864.50215,Weight in kilograms,26864.50215
Pakistan,2017,Woven fabric >85% silk (except noil silk),Export,287642.8491,1341.403376,Weight in kilograms,1341.403376
Pakistan,2017,"Woven fabric of silk, nes",Import,23608856.88,0,No Quantity,0
Pakistan,2017,"Woven fabric of silk, nes",Re-Import,19676.07624,0,Area in square metres,2126
Pakistan,2017,"Woven fabric of silk, nes",Export,723949.2882,3436.770275,Weight in kilograms,3436.770275
Pakistan,2016,Silk-worm cocoons suitable for reeling,Import,17643,3857,Weight in kilograms,3857
Pakistan,2016,Raw silk (not thrown),Import,2515370,89881,Weight in kilograms,89881
Pakistan,2016,"Silk waste, carded or combed",Import,11401,296,Weight in kilograms,296
Pakistan,2016,"Silk waste, carded or combed",Export,131091,55474,Weight in kilograms,55474
Pakistan,2016,Silk yarn (except from waste) not retail,Import,4433971,160633,Weight in kilograms,160633
Pakistan,2016,"Yarn spun from silk waste, not retail",Import,5633504,1700042,Weight in kilograms,1700042
Pakistan,2016,"Silk yarn retail, silk worm gut",Import,2469,373,Weight in kilograms,373
Pakistan,2016,Woven fabric of noil silk,Import,320800,2954,Weight in kilograms,2954
Pakistan,2016,Woven fabric of noil silk,Export,124992,1564,Weight in kilograms,1564
Pakistan,2016,Woven fabric >85% silk (except noil silk),Import,14339504,110312,Weight in kilograms,110312
Pakistan,2016,Woven fabric >85% silk (except noil silk),Export,419898,2993,Weight in kilograms,2993
Pakistan,2016,"Woven fabric of silk, nes",Import,24990137,191847,Weight in kilograms,191847
Pakistan,2016,"Woven fabric of silk, nes",Export,901152,7794,Weight in kilograms,7794
Pakistan,2015,Silk-worm cocoons suitable for reeling,Import,9025,2214,Weight in kilograms,2214
Pakistan,2015,Raw silk (not thrown),Import,1950831,69783,Weight in kilograms,69783
Pakistan,2015,"Silk waste, carded or combed",Import,17067,467,Weight in kilograms,467
Pakistan,2015,"Silk waste, carded or combed",Export,206950,72112,Weight in kilograms,72112
Pakistan,2015,Silk yarn (except from waste) not retail,Import,3868773,139691,Weight in kilograms,139691
Pakistan,2015,"Yarn spun from silk waste, not retail",Import,5811661,2127741,Weight in kilograms,2127741
Pakistan,2015,"Yarn spun from silk waste, not retail",Export,29419,14140,Weight in kilograms,14140
Pakistan,2015,"Silk yarn retail, silk worm gut",Import,61652,24927,Weight in kilograms,24927
Pakistan,2015,"Silk yarn retail, silk worm gut",Re-Import,61652,24927,Weight in kilograms,24927
Pakistan,2015,Woven fabric of noil silk,Import,8258,85,Weight in kilograms,85
Pakistan,2015,Woven fabric of noil silk,Export,28644,231,Weight in kilograms,231
Pakistan,2015,Woven fabric >85% silk (except noil silk),Import,20052959,144455,Weight in kilograms,144455
Pakistan,2015,Woven fabric >85% silk (except noil silk),Export,141038,732,Weight in kilograms,732
Pakistan,2015,"Woven fabric of silk, nes",Import,18635789,138481,Weight in kilograms,138481
Pakistan,2015,"Woven fabric of silk, nes",Export,1417222,7679,Weight in kilograms,7679
Pakistan,2014,Silk-worm cocoons suitable for reeling,Import,11249,2790,Weight in kilograms,2790
Pakistan,2014,Raw silk (not thrown),Import,926557,36166,Weight in kilograms,36166
Pakistan,2014,"Silk waste, carded or combed",Import,36744,737,Weight in kilograms,737
Pakistan,2014,"Silk waste, carded or combed",Export,268144,104699,Weight in kilograms,104699
Pakistan,2014,Silk yarn (except from waste) not retail,Import,4538738,148723,Weight in kilograms,148723
Pakistan,2014,Silk yarn (except from waste) not retail,Export,26219,7674,Weight in kilograms,7674
Pakistan,2014,Silk yarn (except from waste) not retail,Re-Import,2,20,Weight in kilograms,20
Pakistan,2014,"Yarn spun from silk waste, not retail",Import,5300257,1573763,Weight in kilograms,1573763
Pakistan,2014,"Silk yarn retail, silk worm gut",Import,45546,14017,Weight in kilograms,14017
Pakistan,2014,"Silk yarn retail, silk worm gut",Export,91195,28832,Weight in kilograms,28832
Pakistan,2014,"Silk yarn retail, silk worm gut",Re-Import,29027,10683,Weight in kilograms,10683
Pakistan,2014,Woven fabric of noil silk,Import,24728,222,Weight in kilograms,222
Pakistan,2014,Woven fabric of noil silk,Export,38308,365,Weight in kilograms,365
Pakistan,2014,Woven fabric >85% silk (except noil silk),Import,8207615,60861,Weight in kilograms,60861
Pakistan,2014,Woven fabric >85% silk (except noil silk),Export,18116,101,Weight in kilograms,101
Pakistan,2014,"Woven fabric of silk, nes",Import,19774395,160939,Weight in kilograms,160939
Pakistan,2014,"Woven fabric of silk, nes",Export,932954,5952,Weight in kilograms,5952
Pakistan,2014,"Woven fabric of silk, nes",Re-Export,4932,31,Weight in kilograms,31
Pakistan,2014,"Woven fabric of silk, nes",Re-Import,5224,43,Weight in kilograms,43
Pakistan,2013,Raw silk (not thrown),Import,612485,24461,Weight in kilograms,24461
Pakistan,2013,"Silk waste, carded or combed",Import,14682,280,Weight in kilograms,280
Pakistan,2013,"Silk waste, carded or combed",Export,140706,85711,Weight in kilograms,85711
Pakistan,2013,Silk yarn (except from waste) not retail,Import,3599363,119479,Weight in kilograms,119479
Pakistan,2013,Silk yarn (except from waste) not retail,Export,121890,35759,Weight in kilograms,35759
Pakistan,2013,"Yarn spun from silk waste, not retail",Import,5428825,1561597,Weight in kilograms,1561597
Pakistan,2013,"Silk yarn retail, silk worm gut",Import,2383,680,Weight in kilograms,680
Pakistan,2013,Woven fabric of noil silk,Import,62935,694,Weight in kilograms,694
Pakistan,2013,Woven fabric of noil silk,Export,765184,8034,Weight in kilograms,8034
Pakistan,2013,Woven fabric >85% silk (except noil silk),Import,8585282,67275,Weight in kilograms,67275
Pakistan,2013,Woven fabric >85% silk (except noil silk),Export,364375,2019,Weight in kilograms,2019
Pakistan,2013,"Woven fabric of silk, nes",Import,6333807,55604,Weight in kilograms,55604
Pakistan,2013,"Woven fabric of silk, nes",Export,432393,2750,Weight in kilograms,2750
Pakistan,2012,Raw silk (not thrown),Import,1238773,35702,Weight in kilograms,35702
Pakistan,2012,"Silk waste, carded or combed",Import,98426,4554,Weight in kilograms,4554
Pakistan,2012,"Silk waste, carded or combed",Export,6520,2726,Weight in kilograms,2726
Pakistan,2012,Silk yarn (except from waste) not retail,Import,6344348,212134,Weight in kilograms,212134
Pakistan,2012,Silk yarn (except from waste) not retail,Export,54339,22940,Weight in kilograms,22940
Pakistan,2012,"Yarn spun from silk waste, not retail",Import,8220582,2170381,Weight in kilograms,2170381
Pakistan,2012,"Yarn spun from silk waste, not retail",Export,2831,1194,Weight in kilograms,1194
Pakistan,2012,"Silk yarn retail, silk worm gut",Import,23563,6722,Weight in kilograms,6722
Pakistan,2012,Woven fabric of noil silk,Import,493845,,No Quantity,
